"ID"	"name"
"GO:0000050"	"urea cycle"
"GO:0046349"	"amino sugar biosynthetic process"
"GO:0006289"	"nucleotide-excision repair"
"GO:0043233"	"organelle lumen"
"GO:0008237"	"metallopeptidase activity"
"GO:0005634"	"nucleus"
"GO:0097506"	"deaminated base DNA N-glycosylase activity"
"GO:0031497"	"chromatin assembly"
"GO:0009292"	"genetic transfer"
"GO:0003985"	"acetyl-CoA C-acetyltransferase activity"
"GO:0034062"	"5'-3' RNA polymerase activity"
"GO:0008973"	"phosphopentomutase activity"
"GO:0004019"	"adenylosuccinate synthase activity"
"GO:0002200"	"somatic diversification of immune receptors"
"GO:0002566"	"somatic diversification of immune receptors via somatic mutation"
"GO:0051540"	"metal cluster binding"
"GO:0090087"	"regulation of peptide transport"
"GO:0019400"	"alditol metabolic process"
"GO:1902105"	"regulation of leukocyte differentiation"
"GO:0043938"	"positive regulation of sporulation"
"GO:0009119"	"ribonucleoside metabolic process"
"GO:0098609"	"cell-cell adhesion"
"GO:0042110"	"T cell activation"
"GO:0042102"	"positive regulation of T cell proliferation"
"GO:0006878"	"cellular copper ion homeostasis"
"GO:0022411"	"cellular component disassembly"
"GO:1901617"	"organic hydroxy compound biosynthetic process"
"GO:2000113"	"negative regulation of cellular macromolecule biosynthetic process"
"GO:0042788"	"polysomal ribosome"
"GO:0060701"	"negative regulation of ribonuclease activity"
"GO:0017148"	"negative regulation of translation"
"GO:0016429"	"tRNA (adenine-N1-)-methyltransferase activity"
"GO:0004817"	"cysteine-tRNA ligase activity"
"GO:0045727"	"positive regulation of translation"
"GO:0015169"	"glycerol-3-phosphate transmembrane transporter activity"
"GO:0004017"	"adenylate kinase activity"
"GO:0044364"	"disruption of cells of other organism"
"GO:0005496"	"steroid binding"
"GO:0045047"	"protein targeting to ER"
"GO:0000976"	"transcription regulatory region sequence-specific DNA binding"
"GO:0008565"	"protein transporter activity"
"GO:0032978"	"protein insertion into membrane from inner side"
"GO:0003725"	"double-stranded RNA binding"
"GO:0002793"	"positive regulation of peptide secretion"
"GO:0006790"	"sulfur compound metabolic process"
"GO:0044272"	"sulfur compound biosynthetic process"
"GO:0005342"	"organic acid transmembrane transporter activity"
"GO:0012505"	"endomembrane system"
"GO:0008889"	"glycerophosphodiester phosphodiesterase activity"
"GO:0016298"	"lipase activity"
"GO:0009201"	"ribonucleoside triphosphate biosynthetic process"
"GO:0070567"	"cytidylyltransferase activity"
"GO:0010628"	"positive regulation of gene expression"
"GO:0016798"	"hydrolase activity, acting on glycosyl bonds"
"GO:0000175"	"3'-5'-exoribonuclease activity"
"GO:0034604"	"pyruvate dehydrogenase (NAD+) activity"
"GO:0016896"	"exoribonuclease activity, producing 5'-phosphomonoesters"
"GO:0044089"	"positive regulation of cellular component biogenesis"
"GO:0009295"	"nucleoid"
"GO:0005730"	"nucleolus"
"GO:0090662"	"ATP hydrolysis coupled transmembrane transport"
"GO:0006471"	"protein ADP-ribosylation"
"GO:0006084"	"acetyl-CoA metabolic process"
"GO:0009099"	"valine biosynthetic process"
"GO:0009307"	"DNA restriction-modification system"
"GO:0019655"	"glycolytic fermentation to ethanol"
"GO:0032940"	"secretion by cell"
"GO:0072528"	"pyrimidine-containing compound biosynthetic process"
"GO:0009411"	"response to UV"
"GO:0004642"	"phosphoribosylformylglycinamidine synthase activity"
"GO:0016151"	"nickel cation binding"
"GO:0004462"	"lactoylglutathione lyase activity"
"GO:0043572"	"plastid fission"
"GO:0043021"	"ribonucleoprotein complex binding"
"GO:0008092"	"cytoskeletal protein binding"
"GO:0042170"	"plastid membrane"
"GO:0048364"	"root development"
"GO:0036477"	"somatodendritic compartment"
"GO:0010101"	"post-embryonic root morphogenesis"
"GO:0015749"	"monosaccharide transmembrane transport"
"GO:0016979"	"lipoate-protein ligase activity"
"GO:0003690"	"double-stranded DNA binding"
"GO:0009249"	"protein lipoylation"
"GO:0018205"	"peptidyl-lysine modification"
"GO:0070589"	"cellular component macromolecule biosynthetic process"
"GO:0030234"	"enzyme regulator activity"
"GO:0016774"	"phosphotransferase activity, carboxyl group as acceptor"
"GO:0004386"	"helicase activity"
"GO:0071103"	"DNA conformation change"
"GO:0035383"	"thioester metabolic process"
"GO:0008776"	"acetate kinase activity"
"GO:0016435"	"rRNA (guanine) methyltransferase activity"
"GO:0016601"	"Rac protein signal transduction"
"GO:0010557"	"positive regulation of macromolecule biosynthetic process"
"GO:0061013"	"regulation of mRNA catabolic process"
"GO:0097708"	"intracellular vesicle"
"GO:0098868"	"bone growth"
"GO:0048534"	"hematopoietic or lymphoid organ development"
"GO:0001522"	"pseudouridine synthesis"
"GO:0031329"	"regulation of cellular catabolic process"
"GO:0043488"	"regulation of mRNA stability"
"GO:0001503"	"ossification"
"GO:0008966"	"phosphoglucosamine mutase activity"
"GO:0042626"	"ATPase activity, coupled to transmembrane movement of substances"
"GO:0033982"	"3-dehydro-L-gulonate-6-phosphate decarboxylase activity"
"GO:0009092"	"homoserine metabolic process"
"GO:1901989"	"positive regulation of cell cycle phase transition"
"GO:0006836"	"neurotransmitter transport"
"GO:0015697"	"quaternary ammonium group transport"
"GO:0031226"	"intrinsic component of plasma membrane"
"GO:0015226"	"carnitine transmembrane transporter activity"
"GO:0071616"	"acyl-CoA biosynthetic process"
"GO:0009236"	"cobalamin biosynthetic process"
"GO:0019660"	"glycolytic fermentation"
"GO:0008706"	"6-phospho-beta-glucosidase activity"
"GO:0004312"	"fatty acid synthase activity"
"GO:0042287"	"MHC protein binding"
"GO:0048827"	"phyllome development"
"GO:0031123"	"RNA 3'-end processing"
"GO:0046112"	"nucleobase biosynthetic process"
"GO:0000413"	"protein peptidyl-prolyl isomerization"
"GO:0030016"	"myofibril"
"GO:0099080"	"supramolecular complex"
"GO:0030018"	"Z disc"
"GO:0061061"	"muscle structure development"
"GO:0030017"	"sarcomere"
"GO:0050808"	"synapse organization"
"GO:0043292"	"contractile fiber"
"GO:0000041"	"transition metal ion transport"
"GO:0006865"	"amino acid transport"
"GO:0042398"	"cellular modified amino acid biosynthetic process"
"GO:0006757"	"ATP generation from ADP"
"GO:0009113"	"purine nucleobase biosynthetic process"
"GO:0032261"	"purine nucleotide salvage"
"GO:0043173"	"nucleotide salvage"
"GO:0046083"	"adenine metabolic process"
"GO:1901068"	"guanosine-containing compound metabolic process"
"GO:0032263"	"GMP salvage"
"GO:0052657"	"guanine phosphoribosyltransferase activity"
"GO:0046098"	"guanine metabolic process"
"GO:0043174"	"nucleoside salvage"
"GO:0031647"	"regulation of protein stability"
"GO:0051082"	"unfolded protein binding"
"GO:0044183"	"protein binding involved in protein folding"
"GO:0000101"	"sulfur amino acid transport"
"GO:0015179"	"L-amino acid transmembrane transporter activity"
"GO:0004550"	"nucleoside diphosphate kinase activity"
"GO:0097510"	"base-excision repair, AP site formation via deaminated base removal"
"GO:0015976"	"carbon utilization"
"GO:0004641"	"phosphoribosylformylglycinamidine cyclo-ligase activity"
"GO:0009176"	"pyrimidine deoxyribonucleoside monophosphate metabolic process"
"GO:0046395"	"carboxylic acid catabolic process"
"GO:0045152"	"antisigma factor binding"
"GO:0015199"	"amino-acid betaine transmembrane transporter activity"
"GO:0015986"	"ATP synthesis coupled proton transport"
"GO:0034340"	"response to type I interferon"
"GO:0000702"	"oxidized base lesion DNA N-glycosylase activity"
"GO:0031347"	"regulation of defense response"
"GO:0000703"	"oxidized pyrimidine nucleobase lesion DNA N-glycosylase activity"
"GO:0002790"	"peptide secretion"
"GO:0009060"	"aerobic respiration"
"GO:0050870"	"positive regulation of T cell activation"
"GO:0002696"	"positive regulation of leukocyte activation"
"GO:0007584"	"response to nutrient"
"GO:0050801"	"ion homeostasis"
"GO:0016765"	"transferase activity, transferring alkyl or aryl (other than methyl) groups"
"GO:0004177"	"aminopeptidase activity"
"GO:0009209"	"pyrimidine ribonucleoside triphosphate biosynthetic process"
"GO:0006213"	"pyrimidine nucleoside metabolic process"
"GO:0003015"	"heart process"
"GO:0070301"	"cellular response to hydrogen peroxide"
"GO:0004831"	"tyrosine-tRNA ligase activity"
"GO:0004087"	"carbamoyl-phosphate synthase (ammonia) activity"
"GO:0051223"	"regulation of protein transport"
"GO:0023056"	"positive regulation of signaling"
"GO:0009746"	"response to hexose"
"GO:0006302"	"double-strand break repair"
"GO:0042430"	"indole-containing compound metabolic process"
"GO:0070482"	"response to oxygen levels"
"GO:0042182"	"ketone catabolic process"
"GO:0043811"	"phosphate:acyl-[acyl carrier protein] acyltransferase activity"
"GO:0072330"	"monocarboxylic acid biosynthetic process"
"GO:1901606"	"alpha-amino acid catabolic process"
"GO:0050145"	"nucleoside monophosphate kinase activity"
"GO:0046961"	"proton-transporting ATPase activity, rotational mechanism"
"GO:0031118"	"rRNA pseudouridine synthesis"
"GO:1990837"	"sequence-specific double-stranded DNA binding"
"GO:0034030"	"ribonucleoside bisphosphate biosynthetic process"
"GO:0051270"	"regulation of cellular component movement"
"GO:0015879"	"carnitine transport"
"GO:0033866"	"nucleoside bisphosphate biosynthetic process"
"GO:0051271"	"negative regulation of cellular component movement"
"GO:0004427"	"inorganic diphosphatase activity"
"GO:0044769"	"ATPase activity, coupled to transmembrane movement of ions, rotational mechanism"
"GO:0003916"	"DNA topoisomerase activity"
"GO:0043656"	"intracellular region of host"
"GO:0004452"	"isopentenyl-diphosphate delta-isomerase activity"
"GO:0031060"	"regulation of histone methylation"
"GO:0098657"	"import into cell"
"GO:0030340"	"hyaluronate lyase activity"
"GO:0016837"	"carbon-oxygen lyase activity, acting on polysaccharides"
"GO:0033692"	"cellular polysaccharide biosynthetic process"
"GO:0008202"	"steroid metabolic process"
"GO:0019220"	"regulation of phosphate metabolic process"
"GO:0009719"	"response to endogenous stimulus"
"GO:0004420"	"hydroxymethylglutaryl-CoA reductase (NADPH) activity"
"GO:0016125"	"sterol metabolic process"
"GO:0010941"	"regulation of cell death"
"GO:0031399"	"regulation of protein modification process"
"GO:0006694"	"steroid biosynthetic process"
"GO:0006022"	"aminoglycan metabolic process"
"GO:0045335"	"phagocytic vesicle"
"GO:0002520"	"immune system development"
"GO:0009142"	"nucleoside triphosphate biosynthetic process"
"GO:0000271"	"polysaccharide biosynthetic process"
"GO:0099503"	"secretory vesicle"
"GO:0098590"	"plasma membrane region"
"GO:0006223"	"uracil salvage"
"GO:0006048"	"UDP-N-acetylglucosamine biosynthetic process"
"GO:0004816"	"asparagine-tRNA ligase activity"
"GO:0006071"	"glycerol metabolic process"
"GO:0046166"	"glyceraldehyde-3-phosphate biosynthetic process"
"GO:0009887"	"animal organ morphogenesis"
"GO:0006767"	"water-soluble vitamin metabolic process"
"GO:0044212"	"transcription regulatory region DNA binding"
"GO:0009219"	"pyrimidine deoxyribonucleotide metabolic process"
"GO:0046075"	"dTTP metabolic process"
"GO:0009177"	"pyrimidine deoxyribonucleoside monophosphate biosynthetic process"
"GO:0043856"	"anti-sigma factor antagonist activity"
"GO:0006117"	"acetaldehyde metabolic process"
"GO:0070180"	"large ribosomal subunit rRNA binding"
"GO:0004252"	"serine-type endopeptidase activity"
"GO:0019324"	"L-lyxose metabolic process"
"GO:0006325"	"chromatin organization"
"GO:0048437"	"floral organ development"
"GO:0048447"	"sepal morphogenesis"
"GO:0008654"	"phospholipid biosynthetic process"
"GO:0016859"	"cis-trans isomerase activity"
"GO:0043628"	"ncRNA 3'-end processing"
"GO:0008238"	"exopeptidase activity"
"GO:0051781"	"positive regulation of cell division"
"GO:0010035"	"response to inorganic substance"
"GO:0008652"	"cellular amino acid biosynthetic process"
"GO:0034614"	"cellular response to reactive oxygen species"
"GO:0048869"	"cellular developmental process"
"GO:0106026"	"Gly-tRNA(Ala) hydrolase activity"
"GO:0140078"	"class I DNA-(apurinic or apyrimidinic site) endonuclease activity"
"GO:0009147"	"pyrimidine nucleoside triphosphate metabolic process"
"GO:0046072"	"dTDP metabolic process"
"GO:1901682"	"sulfur compound transmembrane transporter activity"
"GO:0046943"	"carboxylic acid transmembrane transporter activity"
"GO:0009138"	"pyrimidine nucleoside diphosphate metabolic process"
"GO:0046940"	"nucleoside monophosphate phosphorylation"
"GO:0046148"	"pigment biosynthetic process"
"GO:0006233"	"dTDP biosynthetic process"
"GO:0050662"	"coenzyme binding"
"GO:0009212"	"pyrimidine deoxyribonucleoside triphosphate biosynthetic process"
"GO:1901681"	"sulfur compound binding"
"GO:0098869"	"cellular oxidant detoxification"
"GO:0018996"	"molting cycle, collagen and cuticulin-based cuticle"
"GO:0090702"	"non-reproductive fruiting body development"
"GO:0002931"	"response to ischemia"
"GO:0000303"	"response to superoxide"
"GO:0048609"	"multicellular organismal reproductive process"
"GO:0015038"	"glutathione disulfide oxidoreductase activity"
"GO:0010041"	"response to iron(III) ion"
"GO:0004844"	"uracil DNA N-glycosylase activity"
"GO:0007283"	"spermatogenesis"
"GO:0006749"	"glutathione metabolic process"
"GO:0015037"	"peptide disulfide oxidoreductase activity"
"GO:0048232"	"male gamete generation"
"GO:0009055"	"electron transfer activity"
"GO:1990748"	"cellular detoxification"
"GO:0015936"	"coenzyme A metabolic process"
"GO:0000305"	"response to oxygen radical"
"GO:0010039"	"response to iron ion"
"GO:0050660"	"flavin adenine dinucleotide binding"
"GO:0004362"	"glutathione-disulfide reductase activity"
"GO:0045454"	"cell redox homeostasis"
"GO:0046061"	"dATP catabolic process"
"GO:0035592"	"establishment of protein localization to extracellular region"
"GO:0006479"	"protein methylation"
"GO:0048880"	"sensory system development"
"GO:0034644"	"cellular response to UV"
"GO:0002706"	"regulation of lymphocyte mediated immunity"
"GO:0051054"	"positive regulation of DNA metabolic process"
"GO:0006152"	"purine nucleoside catabolic process"
"GO:0002521"	"leukocyte differentiation"
"GO:0042119"	"neutrophil activation"
"GO:0071322"	"cellular response to carbohydrate stimulus"
"GO:0042645"	"mitochondrial nucleoid"
"GO:1901264"	"carbohydrate derivative transport"
"GO:0043207"	"response to external biotic stimulus"
"GO:0016840"	"carbon-nitrogen lyase activity"
"GO:0006353"	"DNA-templated transcription, termination"
"GO:1990234"	"transferase complex"
"GO:0008794"	"arsenate reductase (glutaredoxin) activity"
"GO:0061810"	"NAD glycohydrolase activity"
"GO:0034613"	"cellular protein localization"
"GO:0033365"	"protein localization to organelle"
"GO:0009306"	"protein secretion"
"GO:0006605"	"protein targeting"
"GO:0006614"	"SRP-dependent cotranslational protein targeting to membrane"
"GO:0007568"	"aging"
"GO:0071806"	"protein transmembrane transport"
"GO:0016094"	"polyprenol biosynthetic process"
"GO:0045333"	"cellular respiration"
"GO:0005774"	"vacuolar membrane"
"GO:0009228"	"thiamine biosynthetic process"
"GO:0035384"	"thioester biosynthetic process"
"GO:0002937"	"tRNA 4-thiouridine biosynthesis"
"GO:0045261"	"proton-transporting ATP synthase complex, catalytic core F(1)"
"GO:1903508"	"positive regulation of nucleic acid-templated transcription"
"GO:0048037"	"cofactor binding"
"GO:0046475"	"glycerophospholipid catabolic process"
"GO:0009395"	"phospholipid catabolic process"
"GO:0045017"	"glycerolipid biosynthetic process"
"GO:0042083"	"5,10-methylenetetrahydrofolate-dependent methyltransferase activity"
"GO:0044273"	"sulfur compound catabolic process"
"GO:0004823"	"leucine-tRNA ligase activity"
"GO:0031328"	"positive regulation of cellular biosynthetic process"
"GO:0036442"	"proton-exporting ATPase activity"
"GO:0044425"	"membrane part"
"GO:0017171"	"serine hydrolase activity"
"GO:0042364"	"water-soluble vitamin biosynthetic process"
"GO:0010604"	"positive regulation of macromolecule metabolic process"
"GO:0042995"	"cell projection"
"GO:0009898"	"cytoplasmic side of plasma membrane"
"GO:0050661"	"NADP binding"
"GO:0016863"	"intramolecular oxidoreductase activity, transposing C=C bonds"
"GO:0090079"	"translation regulator activity, nucleic acid binding"
"GO:0044068"	"modulation by symbiont of host cellular process"
"GO:0008135"	"translation factor activity, RNA binding"
"GO:0052200"	"response to host defenses"
"GO:0018193"	"peptidyl-amino acid modification"
"GO:0018065"	"protein-cofactor linkage"
"GO:0043022"	"ribosome binding"
"GO:1902626"	"assembly of large subunit precursor of preribosome"
"GO:0006433"	"prolyl-tRNA aminoacylation"
"GO:0010647"	"positive regulation of cell communication"
"GO:1902679"	"negative regulation of RNA biosynthetic process"
"GO:0010181"	"FMN binding"
"GO:0004190"	"aspartic-type endopeptidase activity"
"GO:0030097"	"hemopoiesis"
"GO:0045321"	"leukocyte activation"
"GO:0019686"	"purine nucleoside interconversion"
"GO:0016868"	"intramolecular transferase activity, phosphotransferases"
"GO:0016645"	"oxidoreductase activity, acting on the CH-NH group of donors"
"GO:0046129"	"purine ribonucleoside biosynthetic process"
"GO:0006734"	"NADH metabolic process"
"GO:0034015"	"L-ribulose-5-phosphate 3-epimerase activity"
"GO:0046185"	"aldehyde catabolic process"
"GO:0016857"	"racemase and epimerase activity, acting on carbohydrates and derivatives"
"GO:0000955"	"amino acid catabolic process via Ehrlich pathway"
"GO:0042737"	"drug catabolic process"
"GO:0019860"	"uracil metabolic process"
"GO:0098721"	"uracil import across plasma membrane"
"GO:0051222"	"positive regulation of protein transport"
"GO:0015291"	"secondary active transmembrane transporter activity"
"GO:0015855"	"pyrimidine nucleobase transport"
"GO:0002100"	"tRNA wobble adenosine to inosine editing"
"GO:0070004"	"cysteine-type exopeptidase activity"
"GO:0007528"	"neuromuscular junction development"
"GO:1905267"	"endonucleolytic cleavage involved in tRNA processing"
"GO:0042780"	"tRNA 3'-end processing"
"GO:0030436"	"asexual sporulation"
"GO:0019954"	"asexual reproduction"
"GO:0031406"	"carboxylic acid binding"
"GO:0006739"	"NADP metabolic process"
"GO:0009265"	"2'-deoxyribonucleotide biosynthetic process"
"GO:0015696"	"ammonium transport"
"GO:0051707"	"response to other organism"
"GO:0009139"	"pyrimidine nucleoside diphosphate biosynthetic process"
"GO:0004654"	"polyribonucleotide nucleotidyltransferase activity"
"GO:0015036"	"disulfide oxidoreductase activity"
"GO:0016209"	"antioxidant activity"
"GO:0071949"	"FAD binding"
"GO:0033875"	"ribonucleoside bisphosphate metabolic process"
"GO:0005951"	"carbamoyl-phosphate synthase complex"
"GO:0042277"	"peptide binding"
"GO:0009064"	"glutamine family amino acid metabolic process"
"GO:0071941"	"nitrogen cycle metabolic process"
"GO:0006085"	"acetyl-CoA biosynthetic process"
"GO:0015802"	"basic amino acid transport"
"GO:0046883"	"regulation of hormone secretion"
"GO:0015857"	"uracil transport"
"GO:0032506"	"cytokinetic process"
"GO:0022402"	"cell cycle process"
"GO:0090529"	"cell septum assembly"
"GO:0019221"	"cytokine-mediated signaling pathway"
"GO:0060698"	"endoribonuclease inhibitor activity"
"GO:0033177"	"proton-transporting two-sector ATPase complex, proton-transporting domain"
"GO:0015794"	"glycerol-3-phosphate transmembrane transport"
"GO:0015114"	"phosphate ion transmembrane transporter activity"
"GO:0015315"	"organophosphate:inorganic phosphate antiporter activity"
"GO:0015103"	"inorganic anion transmembrane transporter activity"
"GO:0015748"	"organophosphate ester transport"
"GO:0031522"	"cell envelope Sec protein transport complex"
"GO:0030336"	"negative regulation of cell migration"
"GO:0003700"	"DNA-binding transcription factor activity"
"GO:0009163"	"nucleoside biosynthetic process"
"GO:0009378"	"four-way junction helicase activity"
"GO:0031012"	"extracellular matrix"
"GO:0004620"	"phospholipase activity"
"GO:0046503"	"glycerolipid catabolic process"
"GO:0042469"	"versicolorin reductase activity"
"GO:0045149"	"acetoin metabolic process"
"GO:0044209"	"AMP salvage"
"GO:0042127"	"regulation of cell proliferation"
"GO:0045252"	"oxoglutarate dehydrogenase complex"
"GO:0045239"	"tricarboxylic acid cycle enzyme complex"
"GO:0009435"	"NAD biosynthetic process"
"GO:0002181"	"cytoplasmic translation"
"GO:0048870"	"cell motility"
"GO:0015294"	"solute:cation symporter activity"
"GO:0008213"	"protein alkylation"
"GO:0017118"	"lipoyltransferase activity"
"GO:0032392"	"DNA geometric change"
"GO:0042030"	"ATPase inhibitor activity"
"GO:0008483"	"transaminase activity"
"GO:0008026"	"ATP-dependent helicase activity"
"GO:0046379"	"extracellular polysaccharide metabolic process"
"GO:0034656"	"nucleobase-containing small molecule catabolic process"
"GO:0004045"	"aminoacyl-tRNA hydrolase activity"
"GO:0006468"	"protein phosphorylation"
"GO:0009396"	"folic acid-containing compound biosynthetic process"
"GO:0071466"	"cellular response to xenobiotic stimulus"
"GO:0042558"	"pteridine-containing compound metabolic process"
"GO:0003416"	"endochondral bone growth"
"GO:0042586"	"peptide deformylase activity"
"GO:0006897"	"endocytosis"
"GO:0000469"	"cleavage involved in rRNA processing"
"GO:0015035"	"protein disulfide oxidoreductase activity"
"GO:2000892"	"cellobiose catabolic process"
"GO:0003924"	"GTPase activity"
"GO:0006208"	"pyrimidine nucleobase catabolic process"
"GO:0046113"	"nucleobase catabolic process"
"GO:0002097"	"tRNA wobble base modification"
"GO:0034309"	"primary alcohol biosynthetic process"
"GO:0010677"	"negative regulation of cellular carbohydrate metabolic process"
"GO:0045912"	"negative regulation of carbohydrate metabolic process"
"GO:0006766"	"vitamin metabolic process"
"GO:0019321"	"pentose metabolic process"
"GO:0006882"	"cellular zinc ion homeostasis"
"GO:0071276"	"cellular response to cadmium ion"
"GO:0055065"	"metal ion homeostasis"
"GO:0006006"	"glucose metabolic process"
"GO:0015755"	"fructose transmembrane transport"
"GO:0005351"	"carbohydrate:proton symporter activity"
"GO:0022877"	"protein-N(PI)-phosphohistidine-fructose phosphotransferase system transporter activity"
"GO:0090582"	"protein-phosphocysteine-D-fructose-phosphotransferase system transporter activity"
"GO:0004040"	"amidase activity"
"GO:0003796"	"lysozyme activity"
"GO:0046100"	"hypoxanthine metabolic process"
"GO:0005990"	"lactose catabolic process"
"GO:0032264"	"IMP salvage"
"GO:0016757"	"transferase activity, transferring glycosyl groups"
"GO:1901659"	"glycosyl compound biosynthetic process"
"GO:0051499"	"D-aminoacyl-tRNA deacylase activity"
"GO:0004176"	"ATP-dependent peptidase activity"
"GO:0016668"	"oxidoreductase activity, acting on a sulfur group of donors, NAD(P) as acceptor"
"GO:0015968"	"stringent response"
"GO:2001058"	"D-tagatose 6-phosphate metabolic process"
"GO:0046835"	"carbohydrate phosphorylation"
"GO:0005988"	"lactose metabolic process"
"GO:0004459"	"L-lactate dehydrogenase activity"
"GO:0006090"	"pyruvate metabolic process"
"GO:0061595"	"6-deoxy-6-sulfofructose-1-phosphate aldolase activity"
"GO:2001059"	"D-tagatose 6-phosphate catabolic process"
"GO:0009151"	"purine deoxyribonucleotide metabolic process"
"GO:0007423"	"sensory organ development"
"GO:0015174"	"basic amino acid transmembrane transporter activity"
"GO:0032554"	"purine deoxyribonucleotide binding"
"GO:0015893"	"drug transport"
"GO:0001654"	"eye development"
"GO:0006414"	"translational elongation"
"GO:0008253"	"5'-nucleotidase activity"
"GO:0009410"	"response to xenobiotic stimulus"
"GO:0008033"	"tRNA processing"
"GO:0006637"	"acyl-CoA metabolic process"
"GO:0090277"	"positive regulation of peptide hormone secretion"
"GO:0016782"	"transferase activity, transferring sulfur-containing groups"
"GO:0030488"	"tRNA methylation"
"GO:0022884"	"macromolecule transmembrane transporter activity"
"GO:0043952"	"protein transport by the Sec complex"
"GO:0003013"	"circulatory system process"
"GO:0008834"	"di-trans,poly-cis-decaprenylcistransferase activity"
"GO:0005739"	"mitochondrion"
"GO:0008775"	"acetate CoA-transferase activity"
"GO:0036293"	"response to decreased oxygen levels"
"GO:1902224"	"ketone body metabolic process"
"GO:0032265"	"XMP salvage"
"GO:0042451"	"purine nucleoside biosynthetic process"
"GO:0000097"	"sulfur amino acid biosynthetic process"
"GO:0014909"	"smooth muscle cell migration"
"GO:0061629"	"RNA polymerase II sequence-specific DNA-binding transcription factor binding"
"GO:0034213"	"quinolinate catabolic process"
"GO:0033218"	"amide binding"
"GO:0004725"	"protein tyrosine phosphatase activity"
"GO:0004514"	"nicotinate-nucleotide diphosphorylase (carboxylating) activity"
"GO:0033646"	"host intracellular part"
"GO:0032299"	"ribonuclease H2 complex"
"GO:0009941"	"chloroplast envelope"
"GO:0051049"	"regulation of transport"
"GO:0009856"	"pollination"
"GO:0030424"	"axon"
"GO:0070042"	"rRNA (uridine-N3-)-methyltransferase activity"
"GO:0005759"	"mitochondrial matrix"
"GO:0044426"	"cell wall part"
"GO:0050708"	"regulation of protein secretion"
"GO:0043408"	"regulation of MAPK cascade"
"GO:0000165"	"MAPK cascade"
"GO:0070404"	"NADH binding"
"GO:0043067"	"regulation of programmed cell death"
"GO:0046649"	"lymphocyte activation"
"GO:0034637"	"cellular carbohydrate biosynthetic process"
"GO:0009225"	"nucleotide-sugar metabolic process"
"GO:0044264"	"cellular polysaccharide metabolic process"
"GO:0003917"	"DNA topoisomerase type I activity"
"GO:0006265"	"DNA topological change"
"GO:0055067"	"monovalent inorganic cation homeostasis"
"GO:0009164"	"nucleoside catabolic process"
"GO:0000984"	"bacterial-type RNA polymerase regulatory region sequence-specific DNA binding"
"GO:0003417"	"growth plate cartilage development"
"GO:0009790"	"embryo development"
"GO:0019359"	"nicotinamide nucleotide biosynthetic process"
"GO:0034471"	"ncRNA 5'-end processing"
"GO:0000966"	"RNA 5'-end processing"
"GO:0042559"	"pteridine-containing compound biosynthetic process"
"GO:0031365"	"N-terminal protein amino acid modification"
"GO:0016671"	"oxidoreductase activity, acting on a sulfur group of donors, disulfide as acceptor"
"GO:0004519"	"endonuclease activity"
"GO:0015970"	"guanosine tetraphosphate biosynthetic process"
"GO:0008893"	"guanosine-3',5'-bis(diphosphate) 3'-diphosphatase activity"
"GO:0015847"	"putrescine transport"
"GO:0009038"	"undecaprenol kinase activity"
"GO:0090482"	"vitamin transmembrane transporter activity"
"GO:0015851"	"nucleobase transport"
"GO:0005350"	"pyrimidine nucleobase transmembrane transporter activity"
"GO:1903791"	"uracil transmembrane transport"
"GO:0052717"	"tRNA-specific adenosine-34 deaminase activity"
"GO:1904082"	"pyrimidine nucleobase transmembrane transport"
"GO:1902047"	"polyamine transmembrane transport"
"GO:0015595"	"spermidine-importing ATPase activity"
"GO:0015606"	"spermidine transmembrane transporter activity"
"GO:0070838"	"divalent metal ion transport"
"GO:0072507"	"divalent inorganic cation homeostasis"
"GO:0016743"	"carboxyl- or carbamoyltransferase activity"
"GO:0008662"	"1-phosphofructokinase activity"
"GO:0015399"	"primary active transmembrane transporter activity"
"GO:0090071"	"negative regulation of ribosome biogenesis"
"GO:0031638"	"zymogen activation"
"GO:0051604"	"protein maturation"
"GO:0031639"	"plasminogen activation"
"GO:0006779"	"porphyrin-containing compound biosynthetic process"
"GO:0015995"	"chlorophyll biosynthetic process"
"GO:0009264"	"deoxyribonucleotide catabolic process"
"GO:0042440"	"pigment metabolic process"
"GO:0006778"	"porphyrin-containing compound metabolic process"
"GO:1902186"	"regulation of viral release from host cell"
"GO:1903725"	"regulation of phospholipid metabolic process"
"GO:0051702"	"interaction with symbiont"
"GO:0006107"	"oxaloacetate metabolic process"
"GO:0042180"	"cellular ketone metabolic process"
"GO:0060761"	"negative regulation of response to cytokine stimulus"
"GO:0006203"	"dGTP catabolic process"
"GO:0006448"	"regulation of translational elongation"
"GO:0009146"	"purine nucleoside triphosphate catabolic process"
"GO:0000451"	"rRNA 2'-O-methylation"
"GO:0016624"	"oxidoreductase activity, acting on the aldehyde or oxo group of donors, disulfide as acceptor"
"GO:0006099"	"tricarboxylic acid cycle"
"GO:1903706"	"regulation of hemopoiesis"
"GO:0006915"	"apoptotic process"
"GO:0036230"	"granulocyte activation"
"GO:0016093"	"polyprenol metabolic process"
"GO:0002094"	"polyprenyltransferase activity"
"GO:0009617"	"response to bacterium"
"GO:0005667"	"transcription factor complex"
"GO:0006828"	"manganese ion transport"
"GO:0015085"	"calcium ion transmembrane transporter activity"
"GO:0046915"	"transition metal ion transmembrane transporter activity"
"GO:0016528"	"sarcoplasm"
